"ERR","Element.symbol","Subclass","ST","Source","Type"
"ERR13583404","blaEC","BETA-LACTAM","8881","Human","ESBL"
"ERR13583404","blaCTX-M-15","CEPHALOSPORIN","8881","Human","ESBL"
"ERR13583404","blaOXA","BETA-LACTAM","8881","Human","ESBL"
"ERR13583404","blaTEM-1","BETA-LACTAM","8881","Human","ESBL"
"ERR13583405","blaCTX-M-15","CEPHALOSPORIN","8881","Human","ESBL"
"ERR13583405","blaEC","BETA-LACTAM","8881","Human","ESBL"
"ERR13583405","blaOXA","BETA-LACTAM","8881","Human","ESBL"
"ERR13583405","blaTEM-1","BETA-LACTAM","8881","Human","ESBL"
"ERR13583409","blaCTX-M-15","CEPHALOSPORIN","361","Human","ESBL"
"ERR13583409","blaTEMp_G162T","AMOXICILLIN-CLAVULANIC_ACID/PIPERACILLIN-TAZOBACTAM/TICARCILLIN-CLAVULANIC_ACID","361","Human","ESBL"
"ERR13583409","blaTEM-1","BETA-LACTAM","361","Human","ESBL"
"ERR13583409","blaEC","BETA-LACTAM","361","Human","ESBL"
"ERR13583411","blaCTX-M-15","CEPHALOSPORIN","10","Human","ESBL"
"ERR13583411","blaOXA-1","CEPHALOSPORIN","10","Human","ESBL"
"ERR13583411","blaEC","BETA-LACTAM","10","Human","ESBL"
"ERR13583414","blaTEM-1","BETA-LACTAM","-","Human","ESBL"
"ERR13583414","blaCTX-M-15","CEPHALOSPORIN","-","Human","ESBL"
"ERR13583414","blaEC","BETA-LACTAM","-","Human","ESBL"
"ERR13583415","blaCTX-M-15","CEPHALOSPORIN","315","Human","ESBL"
"ERR13583415","blaEC","BETA-LACTAM","315","Human","ESBL"
"ERR13583415","blaTEM-1","BETA-LACTAM","315","Human","ESBL"
"ERR13583416","blaTEM-1","BETA-LACTAM","636","Human","ESBL"
"ERR13583416","blaCTX-M-15","CEPHALOSPORIN","636","Human","ESBL"
"ERR13583416","blaEC","BETA-LACTAM","636","Human","ESBL"
"ERR13583419","blaEC","BETA-LACTAM","8149","Human","ESBL"
"ERR13583419","blaTEM-1","BETA-LACTAM","8149","Human","ESBL"
"ERR13583419","blaCTX-M-15","CEPHALOSPORIN","8149","Human","ESBL"
"ERR13583421","blaEC","BETA-LACTAM","5614","Human","ESBL"
"ERR13583421","blaCTX-M-15","CEPHALOSPORIN","5614","Human","ESBL"
"ERR13583422","blaCTX-M-15","CEPHALOSPORIN","6332","Human","ESBL"
"ERR13583422","blaOXA-1","CEPHALOSPORIN","6332","Human","ESBL"
"ERR13583422","blaTEMp_C32T","AMOXICILLIN-CLAVULANIC_ACID/PIPERACILLIN-TAZOBACTAM/TICARCILLIN-CLAVULANIC_ACID","6332","Human","ESBL"
"ERR13583422","blaTEM-1","BETA-LACTAM","6332","Human","ESBL"
"ERR13583422","blaEC","BETA-LACTAM","6332","Human","ESBL"
"ERR13583423","blaCTX-M-15","CEPHALOSPORIN","131","Human","ESBL"
"ERR13583423","blaOXA-1","CEPHALOSPORIN","131","Human","ESBL"
"ERR13583423","blaTEM-1","BETA-LACTAM","131","Human","ESBL"
"ERR13583423","blaEC","BETA-LACTAM","131","Human","ESBL"
"ERR13583424","blaCTX-M-15","CEPHALOSPORIN","224","Human","ESBL"
"ERR13583424","blaTEMp_C32T","AMOXICILLIN-CLAVULANIC_ACID/PIPERACILLIN-TAZOBACTAM/TICARCILLIN-CLAVULANIC_ACID","224","Human","ESBL"
"ERR13583424","blaTEM-169","CEPHALOSPORIN","224","Human","ESBL"
"ERR13583424","blaEC","BETA-LACTAM","224","Human","ESBL"
"ERR13583425","blaCTX-M-15","CEPHALOSPORIN","3580","Human","ESBL"
"ERR13583425","blaEC","BETA-LACTAM","3580","Human","ESBL"
"ERR13583427","blaEC","BETA-LACTAM","202","Human","ESBL"
"ERR13583427","blaCTX-M-15","CEPHALOSPORIN","202","Human","ESBL"
"ERR13583428","blaCTX-M-15","CEPHALOSPORIN","3489","Human","ESBL"
"ERR13583428","blaEC","BETA-LACTAM","3489","Human","ESBL"
"ERR13583429","blaEC","BETA-LACTAM","2161","Human","ESBL"
"ERR13583429","blaCTX-M-15","CEPHALOSPORIN","2161","Human","ESBL"
"ERR13583430","blaEC","BETA-LACTAM","2161","Human","ESBL"
"ERR13583430","blaCTX-M-15","CEPHALOSPORIN","2161","Human","ESBL"
"ERR13583432","blaCTX-M-15","CEPHALOSPORIN","410","Human","ESBL"
"ERR13583432","ftsI_I336IKYRI","AZTREONAM/CEFIDEROCOL/CEPHALOSPORIN","410","Human","ESBL"
"ERR13583432","blaOXA","BETA-LACTAM","410","Human","ESBL"
"ERR13583432","blaEC","BETA-LACTAM","410","Human","ESBL"
"ERR13583436","blaTEM","BETA-LACTAM","12978","Human","ESBL"
"ERR13583436","blaCTX-M-15","CEPHALOSPORIN","12978","Human","ESBL"
"ERR13583436","blaEC","BETA-LACTAM","12978","Human","ESBL"
"ERR13583438","blaOXA","BETA-LACTAM","8881","Human","ESBL"
"ERR13583438","blaCTX-M-15","CEPHALOSPORIN","8881","Human","ESBL"
"ERR13583438","blaEC","BETA-LACTAM","8881","Human","ESBL"
"ERR13583438","blaTEM-1","BETA-LACTAM","8881","Human","ESBL"
"ERR13583440","blaCTX-M-15","CEPHALOSPORIN","167","Human","ESBL"
"ERR13583440","blaEC","BETA-LACTAM","167","Human","ESBL"
"ERR13583441","blaCTX-M-27","CEPHALOSPORIN","131","Human","ESBL"
"ERR13583441","blaEC","BETA-LACTAM","131","Human","ESBL"
"ERR13583443","blaCTX-M-15","CEPHALOSPORIN","1193","Human","ESBL"
"ERR13583443","blaOXA-1","CEPHALOSPORIN","1193","Human","ESBL"
"ERR13583443","blaEC","BETA-LACTAM","1193","Human","ESBL"
"ERR13583444","blaTEMp_C32T","AMOXICILLIN-CLAVULANIC_ACID/PIPERACILLIN-TAZOBACTAM/TICARCILLIN-CLAVULANIC_ACID","3032","Human","ESBL"
"ERR13583444","blaTEM-1","BETA-LACTAM","3032","Human","ESBL"
"ERR13583444","blaEC","BETA-LACTAM","3032","Human","ESBL"
"ERR13583444","blaCTX-M-15","CEPHALOSPORIN","3032","Human","ESBL"
"ERR13583445","blaTEM-1","BETA-LACTAM","648","Human","ESBL"
"ERR13583445","blaEC","BETA-LACTAM","648","Human","ESBL"
"ERR13583445","blaCTX-M-15","CEPHALOSPORIN","648","Human","ESBL"
"ERR13583445","blaOXA-1","CEPHALOSPORIN","648","Human","ESBL"
"ERR13583446","blaEC","BETA-LACTAM","315","Human","ESBL"
"ERR13583446","blaCTX-M-15","CEPHALOSPORIN","315","Human","ESBL"
"ERR13583446","blaTEM-1","BETA-LACTAM","315","Human","ESBL"
"ERR13583447","blaCTX-M-15","CEPHALOSPORIN","648","Human","ESBL"
"ERR13583447","blaOXA-1","CEPHALOSPORIN","648","Human","ESBL"
"ERR13583447","blaTEM-1","BETA-LACTAM","648","Human","ESBL"
"ERR13583447","blaEC","BETA-LACTAM","648","Human","ESBL"
"ERR13583449","blaEC","BETA-LACTAM","216","Human","ESBL"
"ERR13583449","blaCTX-M-15","CEPHALOSPORIN","216","Human","ESBL"
"ERR13583457","blaCTX-M-15","CEPHALOSPORIN","2705","Human","ESBL"
"ERR13583457","blaTEM-1","BETA-LACTAM","2705","Human","ESBL"
"ERR13583457","blaEC","BETA-LACTAM","2705","Human","ESBL"
"ERR13583458","blaCTX-M-15","CEPHALOSPORIN","2705","Human","ESBL"
"ERR13583458","blaEC","BETA-LACTAM","2705","Human","ESBL"
"ERR13583458","blaTEM-1","BETA-LACTAM","2705","Human","ESBL"
"ERR13583460","blaEC","BETA-LACTAM","382","Human","ESBL"
"ERR13583460","blaCTX-M-15","CEPHALOSPORIN","382","Human","ESBL"
"ERR13583460","blaTEM-1","BETA-LACTAM","382","Human","ESBL"
"ERR13583461","blaEC","BETA-LACTAM","224","Human","ESBL"
"ERR13583461","blaCTX-M-27","CEPHALOSPORIN","224","Human","ESBL"
"ERR13583462","blaEC","BETA-LACTAM","648","Human","ESBL"
"ERR13583462","blaCTX-M-15","CEPHALOSPORIN","648","Human","ESBL"
"ERR13583462","blaOXA-1","CEPHALOSPORIN","648","Human","ESBL"
"ERR13583464","blaTEM-1","BETA-LACTAM","2852","Human","ESBL"
"ERR13583464","blaEC","BETA-LACTAM","2852","Human","ESBL"
"ERR13583464","blaCTX-M-15","CEPHALOSPORIN","2852","Human","ESBL"
"ERR13583466","blaCTX-M-15","CEPHALOSPORIN","46","Human","ESBL"
"ERR13583466","blaTEM-1","BETA-LACTAM","46","Human","ESBL"
"ERR13583466","blaEC","BETA-LACTAM","46","Human","ESBL"
"ERR13583468","blaEC","BETA-LACTAM","-","Human","ESBL"
"ERR13583468","blaTEM-1","BETA-LACTAM","-","Human","ESBL"
"ERR13583468","blaCTX-M-15","CEPHALOSPORIN","-","Human","ESBL"
"ERR13583474","blaEC","BETA-LACTAM","131","Human","ESBL"
"ERR13583474","blaCTX-M-15","CEPHALOSPORIN","131","Human","ESBL"
"ERR13583476","blaEC","BETA-LACTAM","3580","Human","ESBL"
"ERR13583476","blaCTX-M-15","CEPHALOSPORIN","3580","Human","ESBL"
"ERR13583477","blaEC","BETA-LACTAM","3580","Human","ESBL"
"ERR13583477","blaCTX-M-15","CEPHALOSPORIN","3580","Human","ESBL"
"ERR13583478","blaEC","BETA-LACTAM","1727","Human","ESBL"
"ERR13583478","blaCTX-M-15","CEPHALOSPORIN","1727","Human","ESBL"
"ERR13583478","blaTEM-1","BETA-LACTAM","1727","Human","ESBL"
"ERR13583482","blaEC","BETA-LACTAM","38","Human","ESBL"
"ERR13583482","blaCTX-M-15","CEPHALOSPORIN","38","Human","ESBL"
"ERR13583485","blaEC","BETA-LACTAM","224","Human","ESBL"
"ERR13583485","blaCTX-M-27","CEPHALOSPORIN","224","Human","ESBL"
"ERR13583489","blaCTX-M-15","CEPHALOSPORIN","44","Human","ESBL"
"ERR13583489","blaOXA-1","CEPHALOSPORIN","44","Human","ESBL"
"ERR13583489","blaEC","BETA-LACTAM","44","Human","ESBL"
"ERR13583490","blaEC","BETA-LACTAM","44","Human","ESBL"
"ERR13583490","blaCTX-M-15","CEPHALOSPORIN","44","Human","ESBL"
"ERR13583492","blaEC","BETA-LACTAM","3580","Human","ESBL"
"ERR13583492","blaCTX-M-15","CEPHALOSPORIN","3580","Human","ESBL"
"ERR13583494","blaCTX-M-15","CEPHALOSPORIN","4981","Human","ESBL"
"ERR13583494","blaOXA-1","CEPHALOSPORIN","4981","Human","ESBL"
"ERR13583494","blaTEMp_G162T","AMOXICILLIN-CLAVULANIC_ACID/PIPERACILLIN-TAZOBACTAM/TICARCILLIN-CLAVULANIC_ACID","4981","Human","ESBL"
"ERR13583494","blaTEM-1","BETA-LACTAM","4981","Human","ESBL"
"ERR13583494","blaEC","BETA-LACTAM","4981","Human","ESBL"
"ERR13583495","blaTEM-1","BETA-LACTAM","167","Human","ESBL"
"ERR13583495","blaEC","BETA-LACTAM","167","Human","ESBL"
"ERR13583495","blaCTX-M-15","CEPHALOSPORIN","167","Human","ESBL"
"ERR13583496","blaEC","BETA-LACTAM","3489","Human","ESBL"
"ERR13583496","blaCTX-M-15","CEPHALOSPORIN","3489","Human","ESBL"
"ERR13583497","blaEC","BETA-LACTAM","3580","Human","ESBL"
"ERR13583497","blaCTX-M-15","CEPHALOSPORIN","3580","Human","ESBL"
"ERR13583499","blaEC","BETA-LACTAM","361","Human","ESBL"
"ERR13583499","blaTEM-1","BETA-LACTAM","361","Human","ESBL"
"ERR13583499","blaCTX-M-15","CEPHALOSPORIN","361","Human","ESBL"
"ERR13583500","blaEC","BETA-LACTAM","131","Human","ESBL"
"ERR13583500","blaCTX-M-15","CEPHALOSPORIN","131","Human","ESBL"
"SRR27326109","blaCTX-M-15","CEPHALOSPORIN","345","Human","ESBL"
"SRR27326109","blaEC","BETA-LACTAM","345","Human","ESBL"
"SRR27326110","blaCTX-M-15","CEPHALOSPORIN","10","Human","ESBL"
"SRR27326110","blaTEM-1","BETA-LACTAM","10","Human","ESBL"
"SRR27326110","blaEC","BETA-LACTAM","10","Human","ESBL"
"SRR27326111","blaCTX-M-15","CEPHALOSPORIN","410","Human","ESBL"
"SRR27326111","blaOXA-1","CEPHALOSPORIN","410","Human","ESBL"
"SRR27326111","blaEC","BETA-LACTAM","410","Human","ESBL"
"SRR27326111","blaTEMp_C32T","AMOXICILLIN-CLAVULANIC_ACID/PIPERACILLIN-TAZOBACTAM/TICARCILLIN-CLAVULANIC_ACID","410","Human","ESBL"
"SRR27326111","blaTEM-1","BETA-LACTAM","410","Human","ESBL"
"SRR27326112","blaCTX-M-15","CEPHALOSPORIN","48","Human","ESBL"
"SRR27326112","blaEC","BETA-LACTAM","48","Human","ESBL"
"SRR27326112","blaTEM-1","BETA-LACTAM","48","Human","ESBL"
"SRR27326113","blaCTX-M-3","CEPHALOSPORIN","10","Human","ESBL"
"SRR27326113","blaEC","BETA-LACTAM","10","Human","ESBL"
"SRR27326114","blaCTX-M","CEPHALOSPORIN","224","Human","ESBL"
"SRR27326114","blaTEMp_C32T","AMOXICILLIN-CLAVULANIC_ACID/PIPERACILLIN-TAZOBACTAM/TICARCILLIN-CLAVULANIC_ACID","224","Human","ESBL"
"SRR27326114","blaTEM","BETA-LACTAM","224","Human","ESBL"
"SRR27326114","blaEC","BETA-LACTAM","224","Human","ESBL"
"SRR27326115","blaTEM-1","BETA-LACTAM","48","Human","ESBL"
"SRR27326115","blaEC","BETA-LACTAM","48","Human","ESBL"
"SRR27326115","blaCTX-M-15","CEPHALOSPORIN","48","Human","ESBL"
"SRR27326116","blaEC","BETA-LACTAM","345","Human","ESBL"
"SRR27326116","blaCTX-M-15","CEPHALOSPORIN","345","Human","ESBL"
"SRR27326116","blaTEM-1","BETA-LACTAM","345","Human","ESBL"
"SRR27326117","blaEC","BETA-LACTAM","641","Human","ESBL"
"SRR27326117","blaCTX-M-3","CEPHALOSPORIN","641","Human","ESBL"
"SRR27326118","blaEC","BETA-LACTAM","224","Human","ESBL"
"SRR27326118","blaTEMp_C32T","AMOXICILLIN-CLAVULANIC_ACID/PIPERACILLIN-TAZOBACTAM/TICARCILLIN-CLAVULANIC_ACID","224","Human","ESBL"
"SRR27326118","blaTEM-169","CEPHALOSPORIN","224","Human","ESBL"
"SRR27326118","blaCTX-M-15","CEPHALOSPORIN","224","Human","ESBL"
"SRR27326119","blaEC","BETA-LACTAM","7156","Human","ESBL"
"SRR27326119","blaTEM-1","BETA-LACTAM","7156","Human","ESBL"
"SRR27326119","blaCTX-M-15","CEPHALOSPORIN","7156","Human","ESBL"
"SRR27326121","blaCTX-M-15","CEPHALOSPORIN","-","Human","ESBL"
"SRR27326121","blaEC","BETA-LACTAM","-","Human","ESBL"
"SRR27326121","blaTEM-1","BETA-LACTAM","-","Human","ESBL"
"SRR27326122","blaCTX-M-15","CEPHALOSPORIN","10","Human","ESBL"
"SRR27326122","blaEC","BETA-LACTAM","10","Human","ESBL"
"SRR27326123","blaCTX-M-15","CEPHALOSPORIN","3075","Human","ESBL"
"SRR27326123","blaEC","BETA-LACTAM","3075","Human","ESBL"
"SRR27326123","blaTEM","BETA-LACTAM","3075","Human","ESBL"
"SRR27326124","blaEC","BETA-LACTAM","219","Human","ESBL"
"SRR27326124","blaCTX-M-15","CEPHALOSPORIN","219","Human","ESBL"
"SRR27326125","blaCTX-M-15","CEPHALOSPORIN","206","Human","ESBL"
"SRR27326125","blaTEM-1","BETA-LACTAM","206","Human","ESBL"
"SRR27326125","blaEC","BETA-LACTAM","206","Human","ESBL"
"SRR27326126","blaCTX-M-3","CEPHALOSPORIN","-","Human","ESBL"
"SRR27326126","blaEC","BETA-LACTAM","-","Human","ESBL"
"SRR27326127","blaEC","BETA-LACTAM","-","Human","ESBL"
"SRR27326127","blaTEM-1","BETA-LACTAM","-","Human","ESBL"
"SRR27874610","blaCTX-M-15","CEPHALOSPORIN","46","Animal","ESBL"
"SRR27874610","blaTEM-1","BETA-LACTAM","46","Animal","ESBL"
"SRR27874610","blaEC","BETA-LACTAM","46","Animal","ESBL"
